epoch,lr,betas,betas,eps,weight_decay,amsgrad,maximize,foreach,capturable,differentiable,fused,decoupled_weight_decay,initial_lr,|params|,|grad|,time,obj,loss,acc,loss,acc,loss,acc
-1.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,3.2542255,0.0,0.0,0.0,0.0,0.0,785.443,0.0,796.65173,0.0
0.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,7.6338034,0.042670622,9.45447,0.5706375,0.5706375,0.0,331.5882,0.0,330.7851,0.0
1.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,9.211633,0.031068297,9.314195,0.34025806,0.34025806,0.0,211.92213,0.0,211.51227,0.0
2.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,9.678706,0.062463213,9.484073,0.23755237,0.23755237,0.0,161.831,0.0,161.61916,0.0
3.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.188612,0.06049234,8.733611,0.19063859,0.19063859,0.0,134.51659,0.0,134.61238,0.0
4.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.5732155,0.056850694,9.313167,0.1521149,0.1521149,0.0,109.063034,0.0,109.24132,0.0
5.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.796903,0.0569612,9.4955,0.131641,0.131641,0.0,96.1775,0.0,96.3019,0.0
6.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.982702,0.046154976,9.509682,0.11636553,0.11636553,0.0,86.847,0.0,87.04764,0.0
7.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,11.232984,0.06236423,9.388583,0.10381299,0.10381299,0.0,77.43468,0.0,77.59794,0.0
8.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,11.553984,0.06438436,11.141306,0.09488517,0.09488517,0.0,70.73442,0.0,70.90796,0.0
9.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,11.549732,0.051300008,8.607354,0.08766686,0.08766686,0.0,66.78892,0.0,66.98166,0.0
10.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.011094,0.056713462,15.803828,0.0734649,0.0734649,0.0,53.440556,0.0,53.620274,0.0
11.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.26424,0.04736705,14.731396,0.06243842,0.06243842,0.0,47.453808,0.0,47.64915,0.0
12.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.484252,0.04433292,14.805847,0.05716616,0.05716616,0.0,43.95704,0.0,44.135418,0.0
13.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.713275,0.044090252,13.550172,0.053720463,0.053720463,0.0,41.273632,0.0,41.447033,0.0
