epoch,lr,betas,betas,eps,weight_decay,amsgrad,maximize,foreach,capturable,differentiable,fused,decoupled_weight_decay,initial_lr,|params|,|grad|,time,obj,loss,acc,loss,acc,loss,acc
84.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.691295,0.09996001,4.224573,0.035472173,0.035472173,0.0,27.594181,0.0,28.035913,0.0
85.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.699928,0.10595461,3.8932884,0.035403457,0.035403457,0.0,27.508915,0.0,27.951988,0.0
86.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.708434,0.10758048,4.548442,0.03532484,0.03532484,0.0,27.428926,0.0,27.87265,0.0
87.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.716533,0.11141772,4.079771,0.035246618,0.035246618,0.0,27.35979,0.0,27.805357,0.0
88.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.724059,0.11758984,3.5031254,0.035173204,0.035173204,0.0,27.278381,0.0,27.72701,0.0
89.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.731154,0.120762244,5.281646,0.035099264,0.035099264,0.0,27.214115,0.0,27.665638,0.0
90.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.737857,0.123558596,3.9630187,0.03502606,0.03502606,0.0,27.16451,0.0,27.618746,0.0
91.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.744125,0.12643021,3.7172225,0.03495616,0.03495616,0.0,27.126413,0.0,27.583364,0.0
92.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.749994,0.12923162,3.5734067,0.034890514,0.034890514,0.0,27.096966,0.0,27.556778,0.0
93.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.755532,0.13199908,3.4156466,0.03483002,0.03483002,0.0,27.068096,0.0,27.531137,0.0
94.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.760757,0.13498004,3.747153,0.034775008,0.034775008,0.0,27.025043,0.0,27.492031,0.0
95.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.765586,0.13789804,3.7396767,0.03472409,0.03472409,0.0,26.958334,0.0,27.429745,0.0
96.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.769935,0.13909109,3.6897922,0.03467383,0.03467383,0.0,26.913641,0.0,27.388792,0.0
97.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.773727,0.14668551,3.7262263,0.03462356,0.03462356,0.0,26.913315,0.0,27.392504,0.0
98.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.776763,0.15933879,3.5650253,0.034593012,0.034593012,0.0,26.928682,0.0,27.413624,0.0
99.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.779175,0.16831475,4.2046194,0.034589514,0.034589514,0.0,26.996742,0.0,27.483849,0.0
100.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.781769,0.14296935,3.8973777,0.03454684,0.03454684,0.0,26.984015,0.0,27.475107,0.0
101.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.783418,0.12782039,3.7407358,0.034529068,0.034529068,0.0,26.866312,0.0,27.356035,0.0
102.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.78452,0.13595583,4.0912685,0.03453458,0.03453458,0.0,26.811666,0.0,27.301477,0.0
103.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.785118,0.14262941,4.5696135,0.034511734,0.034511734,0.0,26.75841,0.0,27.25195,0.0
104.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.784933,0.14143616,4.555937,0.034422435,0.034422435,0.0,26.691917,0.0,27.18761,0.0
105.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.784092,0.12717392,4.369654,0.03434717,0.03434717,0.0,26.59479,0.0,27.090244,0.0
106.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.782627,0.114785746,3.9959319,0.034279514,0.034279514,0.0,26.531807,0.0,27.02608,0.0
107.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.781098,0.13200746,3.5352683,0.03420823,0.03420823,0.0,26.546585,0.0,27.041843,0.0
108.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.779596,0.16206387,3.8993967,0.034130212,0.034130212,0.0,26.65114,0.0,27.149734,0.0
109.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.778144,0.18404403,3.6182032,0.034053557,0.034053557,0.0,26.78402,0.0,27.286621,0.0
110.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.77702,0.12051181,3.598376,0.03380749,0.03380749,0.0,27.076855,0.0,27.59442,0.0
111.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.775992,0.12688048,3.898597,0.033733167,0.033733167,0.0,27.001732,0.0,27.52089,0.0
112.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.774981,0.13466752,4.1700196,0.033696122,0.033696122,0.0,26.940378,0.0,27.460135,0.0
113.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.774036,0.1281766,6.3305655,0.03366936,0.03366936,0.0,26.879223,0.0,27.400928,0.0
114.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.772984,0.13050443,4.468376,0.033651378,0.033651378,0.0,26.848372,0.0,27.369959,0.0
115.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.771769,0.13559039,4.6896935,0.033626277,0.033626277,0.0,26.759142,0.0,27.279287,0.0
116.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.7704525,0.13754906,4.43382,0.033612046,0.033612046,0.0,26.679657,0.0,27.197731,0.0
117.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.769033,0.14025351,5.5859013,0.033603426,0.033603426,0.0,26.613565,0.0,27.128338,0.0
118.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.76755,0.13924877,4.524155,0.033594318,0.033594318,0.0,26.565952,0.0,27.077522,0.0
119.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.765992,0.13163656,5.1087875,0.033587743,0.033587743,0.0,26.5569,0.0,27.067238,0.0
120.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.764195,0.12987539,5.69734,0.03359255,0.03359255,0.0,26.553577,0.0,27.066914,0.0
121.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.762238,0.14654844,5.8295403,0.03359934,0.03359934,0.0,26.502823,0.0,27.014093,0.0
122.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.760626,0.1546504,4.784446,0.033578802,0.033578802,0.0,26.409605,0.0,26.917156,0.0
123.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.759019,0.16042976,4.626673,0.033566445,0.033566445,0.0,26.326105,0.0,26.830032,0.0
124.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.757375,0.15600449,4.259006,0.033549216,0.033549216,0.0,26.286089,0.0,26.786798,0.0
125.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.755736,0.15066475,4.766844,0.033532433,0.033532433,0.0,26.266222,0.0,26.765,0.0
126.0,0.0009,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.754208,0.14618476,4.5416803,0.033522032,0.033522032,0.0,26.242579,0.0,26.73952,0.0
