,epoch,lr,betas,betas,eps,weight_decay,amsgrad,maximize,foreach,capturable,differentiable,fused,decoupled_weight_decay,initial_lr,|params|,|grad|,time,obj,loss,acc,loss,acc,loss,acc
28,27.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,67.58225,0.057476707,8.515865,0.05044556,0.05044556,0.0,39.20149,0.0,39.32407,0.0
29,28.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,68.40643,0.056339525,8.583426,0.049785513,0.049785513,0.0,38.553913,0.0,38.680912,0.0
30,29.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,69.199425,0.05511709,8.615759,0.048994422,0.048994422,0.0,37.956543,0.0,38.088093,0.0
31,30.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,69.96414,0.05766723,9.31166,0.048297334,0.048297334,0.0,37.47238,0.0,37.610115,0.0
32,31.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,70.686516,0.057374038,9.295039,0.047733624,0.047733624,0.0,37.04993,0.0,37.190323,0.0
33,32.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,71.34659,0.05957725,9.279185,0.047211442,0.047211442,0.0,36.79524,0.0,36.93511,0.0
34,33.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,71.964905,0.05601126,8.8816595,0.046946716,0.046946716,0.0,36.52988,0.0,36.669865,0.0
35,34.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,72.57628,0.056607723,8.5471945,0.046617996,0.046617996,0.0,36.23862,0.0,36.378468,0.0
36,35.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,73.179115,0.058831632,8.502055,0.04621814,0.04621814,0.0,36.004333,0.0,36.14255,0.0
37,36.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,73.785484,0.057337474,8.464414,0.045838658,0.045838658,0.0,35.69262,0.0,35.831814,0.0
38,37.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,74.35486,0.05401921,8.66281,0.04551622,0.04551622,0.0,35.40872,0.0,35.549232,0.0
39,38.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,74.96108,0.05644143,8.477538,0.045106504,0.045106504,0.0,35.03552,0.0,35.175964,0.0
40,39.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,75.497154,0.05986325,8.493977,0.044732463,0.044732463,0.0,34.908432,0.0,35.047344,0.0
41,40.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,76.02923,0.0556612,8.577384,0.044485644,0.044485644,0.0,34.654514,0.0,34.794994,0.0
42,41.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,76.53974,0.05628956,8.548414,0.044192363,0.044192363,0.0,34.471424,0.0,34.61109,0.0
43,42.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,77.024124,0.06074177,8.533884,0.04395174,0.04395174,0.0,34.36651,0.0,34.504128,0.0
44,43.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,77.49206,0.05260967,8.438205,0.043758877,0.043758877,0.0,34.07743,0.0,34.214924,0.0
45,44.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,77.984505,0.0558845,8.545916,0.043496743,0.043496743,0.0,33.937958,0.0,34.07458,0.0
46,45.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,78.45638,0.05956189,8.461895,0.043204885,0.043204885,0.0,33.667282,0.0,33.805943,0.0
47,46.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,78.93093,0.052025326,8.497183,0.042932265,0.042932265,0.0,33.40259,0.0,33.54406,0.0
48,47.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,79.4136,0.055479486,8.547741,0.042593475,0.042593475,0.0,33.132782,0.0,33.2775,0.0
49,48.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,79.914536,0.055056542,9.329393,0.04219161,0.04219161,0.0,32.8104,0.0,32.959614,0.0
50,49.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,80.41079,0.05917473,9.285103,0.041804448,0.041804448,0.0,32.512646,0.0,32.66512,0.0
51,50.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,80.902176,0.056011636,9.210447,0.0413844,0.0413844,0.0,32.181305,0.0,32.33468,0.0
52,51.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,81.372665,0.054367293,8.571448,0.040988505,0.040988505,0.0,31.92173,0.0,32.073666,0.0
53,52.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,81.84715,0.052629784,8.580734,0.040625494,0.040625494,0.0,31.622625,0.0,31.773783,0.0
54,53.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,82.31755,0.05026435,8.488665,0.040266786,0.040266786,0.0,31.342857,0.0,31.49284,0.0
55,54.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,82.7729,0.047788188,8.612868,0.03996684,0.03996684,0.0,31.135506,0.0,31.284672,0.0
56,55.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,83.2298,0.052604202,8.45835,0.03971646,0.03971646,0.0,30.952278,0.0,31.101755,0.0
57,56.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,83.69228,0.050049223,8.59928,0.039454423,0.039454423,0.0,30.737654,0.0,30.886414,0.0
58,57.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,84.12528,0.050560497,8.475317,0.039256763,0.039256763,0.0,30.60063,0.0,30.748327,0.0
59,58.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,84.57195,0.04868193,8.456469,0.039048426,0.039048426,0.0,30.439016,0.0,30.58527,0.0
60,59.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,84.995735,0.052838966,8.517403,0.03886432,0.03886432,0.0,30.329449,0.0,30.47341,0.0
61,60.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,85.40539,0.047366906,8.537087,0.03872824,0.03872824,0.0,30.216696,0.0,30.35905,0.0
62,61.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,85.809395,0.051929954,8.49997,0.03859015,0.03859015,0.0,30.163567,0.0,30.304869,0.0
63,62.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,86.20863,0.046701714,8.527136,0.038478006,0.038478006,0.0,30.04167,0.0,30.182932,0.0
64,63.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,86.6187,0.053293694,8.450176,0.03833745,0.03833745,0.0,29.904884,0.0,30.04669,0.0
65,64.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,87.03664,0.05017784,8.461828,0.03814214,0.03814214,0.0,29.775621,0.0,29.917534,0.0
66,65.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,87.42656,0.05069091,8.7871475,0.03796741,0.03796741,0.0,29.718485,0.0,29.858904,0.0
67,66.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,87.78503,0.052805983,9.402685,0.037879422,0.037879422,0.0,29.63286,0.0,29.772978,0.0
68,67.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,88.13982,0.04959183,9.315517,0.03779956,0.03779956,0.0,29.611065,0.0,29.750896,0.0
69,68.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,88.486916,0.045278832,9.2815,0.037713274,0.037713274,0.0,29.564539,0.0,29.704075,0.0
70,69.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,88.824684,0.05324861,8.639348,0.037638772,0.037638772,0.0,29.484047,0.0,29.622562,0.0
71,70.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,89.16314,0.05533001,8.52132,0.037548576,0.037548576,0.0,29.448267,0.0,29.585932,0.0
72,71.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,89.49018,0.05299705,8.634933,0.037469026,0.037469026,0.0,29.290352,0.0,29.426226,0.0
73,72.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,89.81215,0.054308448,8.456947,0.037385687,0.037385687,0.0,29.345572,0.0,29.480059,0.0
74,73.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,90.13526,0.05064289,8.586314,0.037289813,0.037289813,0.0,29.21302,0.0,29.346256,0.0
75,74.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,90.449234,0.05251188,8.540663,0.03719673,0.03719673,0.0,29.10213,0.0,29.234928,0.0
76,75.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,90.76284,0.05366904,8.521236,0.03708934,0.03708934,0.0,29.079422,0.0,29.211105,0.0
77,76.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,91.07496,0.049829908,8.535278,0.03695658,0.03695658,0.0,28.888338,0.0,29.019325,0.0
78,77.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,91.36264,0.055460554,8.446731,0.036862776,0.036862776,0.0,28.834291,0.0,28.96409,0.0
79,78.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,91.64042,0.05044641,8.529621,0.036802724,0.036802724,0.0,28.790932,0.0,28.920029,0.0
80,79.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,91.913536,0.053763065,8.582307,0.036748216,0.036748216,0.0,28.701385,0.0,28.828697,0.0
81,80.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,92.19002,0.048885666,8.551609,0.036671672,0.036671672,0.0,28.672918,0.0,28.7994,0.0
82,81.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,92.46925,0.054094635,8.475228,0.036590345,0.036590345,0.0,28.613691,0.0,28.738396,0.0
83,82.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,92.736984,0.057265647,8.557556,0.036499288,0.036499288,0.0,28.522993,0.0,28.645443,0.0
84,83.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,92.99698,0.05462194,8.9247055,0.036433127,0.036433127,0.0,28.496279,0.0,28.617655,0.0
85,84.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,93.258575,0.055548344,9.270484,0.03635686,0.03635686,0.0,28.40123,0.0,28.519518,0.0
86,85.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,93.52687,0.059313755,9.328797,0.03626443,0.03626443,0.0,28.319654,0.0,28.436674,0.0
87,86.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,93.81094,0.059989154,9.59835,0.036131114,0.036131114,0.0,28.195976,0.0,28.31263,0.0
88,87.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,94.08939,0.05966619,8.62363,0.035962548,0.035962548,0.0,28.070267,0.0,28.186201,0.0
89,88.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,94.340126,0.06141175,8.483106,0.03585458,0.03585458,0.0,28.033266,0.0,28.147203,0.0
90,89.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,94.58556,0.061307125,8.384572,0.035768688,0.035768688,0.0,27.93943,0.0,28.052992,0.0
91,90.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,94.83333,0.06059911,8.514745,0.03565882,0.03565882,0.0,27.895555,0.0,28.007776,0.0
92,91.0,0.001,0.9,0.999,1e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,95.07935,0.06373221,8.50934,0.035564635,0.035564635,0.0,27.769749,0.0,27.879566,0.0
